MeasureItem;Month;Year;Category;Area;MeasureItemID;CreationDate;Representativity;ProvidedValue;ProvidedValueCode
Monthly Domestic Values;4;2025;Fossil Oil;DK;B06;04/09/2025 15:48;100;24,76497;
Monthly Domestic Values;5;2025;Fossil Oil;DK;B06;04/09/2025 15:48;100;22,7651025;
Monthly Domestic Values;6;2025;Fossil Oil;DK;B06;04/09/2025 15:48;100;17,235835;
Monthly Domestic Values;1;2025;Solar;DK;B16;04/09/2025 15:48;100;61,05405;
Monthly Domestic Values;2;2025;Solar;DK;B16;04/09/2025 15:48;100;154,38029;
Monthly Domestic Values;3;2025;Solar;DK;B16;04/09/2025 15:48;100;413,1457;
Monthly Domestic Values;4;2025;Solar;DK;B16;04/09/2025 15:48;100;454,3553825;
Monthly Domestic Values;5;2025;Solar;DK;B16;04/09/2025 15:48;100;634,8898;
Monthly Domestic Values;6;2025;Solar;DK;B16;04/09/2025 15:48;100;571,3029;
Monthly Domestic Values;1;2025;Waste;DK;B17;04/09/2025 15:48;100;86,92873;
Monthly Domestic Values;2;2025;Waste;DK;B17;04/09/2025 15:48;100;108,33117;
Monthly Domestic Values;3;2025;Waste;DK;B17;04/09/2025 15:48;100;84,65741;
Monthly Domestic Values;4;2025;Waste;DK;B17;04/09/2025 15:48;100;90,0919375;
Monthly Domestic Values;5;2025;Waste;DK;B17;04/09/2025 15:48;100;79,733445;
Monthly Domestic Values;6;2025;Waste;DK;B17;04/09/2025 15:48;100;76,6002325;
Monthly Domestic Values;1;2025;Wind Offshore;DK;B18;04/09/2025 15:48;100;1011,19035;
Monthly Domestic Values;2;2025;Wind Offshore;DK;B18;04/09/2025 15:48;100;734,68914;
Monthly Domestic Values;3;2025;Wind Offshore;DK;B18;04/09/2025 15:48;100;740,35826;
Monthly Domestic Values;4;2025;Wind Offshore;DK;B18;04/09/2025 15:48;100;386,2823525;
Monthly Domestic Values;5;2025;Wind Offshore;DK;B18;04/09/2025 15:48;100;620,9867225;
Monthly Domestic Values;6;2025;Wind Offshore;DK;B18;04/09/2025 15:48;100;695,91278;
Monthly Domestic Values;1;2025;Wind Onshore;DK;B19;04/09/2025 15:48;100;1121,02928;
Monthly Domestic Values;2;2025;Wind Onshore;DK;B19;04/09/2025 15:48;100;749,857;
Monthly Domestic Values;3;2025;Wind Onshore;DK;B19;04/09/2025 15:48;100;969,07418;
Monthly Domestic Values;4;2025;Wind Onshore;DK;B19;04/09/2025 15:48;100;470,74331;
Monthly Domestic Values;5;2025;Wind Onshore;DK;B19;04/09/2025 15:48;100;766,179755;
Monthly Domestic Values;6;2025;Wind Onshore;DK;B19;04/09/2025 15:48;100;888,6491075;
Monthly Domestic Values;1;2025;Biomass;EE;B01;04/09/2025 15:48;100;53,8541;
Monthly Domestic Values;2;2025;Biomass;EE;B01;04/09/2025 15:48;100;54,4395;
Monthly Domestic Values;3;2025;Biomass;EE;B01;04/09/2025 15:48;100;45,9007;
Monthly Domestic Values;4;2025;Biomass;EE;B01;04/09/2025 15:48;100;36,5209;
Monthly Domestic Values;5;2025;Biomass;EE;B01;04/09/2025 15:48;100;30,424;
Monthly Domestic Values;6;2025;Biomass;EE;B01;04/09/2025 15:48;100;29,738;
Monthly Domestic Values;1;2025;Fossil Coal-derived gas;EE;B03;04/09/2025 15:48;100;31,8044;
Monthly Domestic Values;2;2025;Fossil Coal-derived gas;EE;B03;04/09/2025 15:48;100;32,3749;
Monthly Domestic Values;3;2025;Fossil Coal-derived gas;EE;B03;04/09/2025 15:48;100;32,0371;
Monthly Domestic Values;4;2025;Fossil Coal-derived gas;EE;B03;04/09/2025 15:48;100;35,0835;
Monthly Domestic Values;5;2025;Fossil Coal-derived gas;EE;B03;04/09/2025 15:48;100;46,5597;
Monthly Domestic Values;6;2025;Fossil Coal-derived gas;EE;B03;04/09/2025 15:48;100;48,194;
Monthly Domestic Values;1;2025;Fossil Gas;EE;B04;04/09/2025 15:48;100;3,9149;
Monthly Domestic Values;2;2025;Fossil Gas;EE;B04;04/09/2025 15:48;100;4,3675;
Monthly Domestic Values;3;2025;Fossil Gas;EE;B04;04/09/2025 15:48;100;4,3347;
Monthly Domestic Values;4;2025;Fossil Gas;EE;B04;04/09/2025 15:48;100;4,2298;
Monthly Domestic Values;5;2025;Fossil Gas;EE;B04;04/09/2025 15:48;100;2,9324;
Monthly Domestic Values;6;2025;Fossil Gas;EE;B04;04/09/2025 15:48;100;1,7997;
Monthly Domestic Values;1;2025;Fossil Oil shale;EE;B07;04/09/2025 15:48;100;176,5408;
Monthly Domestic Values;2;2025;Fossil Oil shale;EE;B07;04/09/2025 15:48;100;270,0991;
Monthly Domestic Values;3;2025;Fossil Oil shale;EE;B07;04/09/2025 15:48;100;181,1582;
Monthly Domestic Values;4;2025;Fossil Oil shale;EE;B07;04/09/2025 15:48;100;168,6841;
Monthly Domestic Values;5;2025;Fossil Oil shale;EE;B07;04/09/2025 15:48;100;85,0158;
Monthly Domestic Values;6;2025;Fossil Oil shale;EE;B07;04/09/2025 15:48;100;60,968;
Monthly Domestic Values;1;2025;Fossil Peat;EE;B08;04/09/2025 15:48;100;0;
Monthly Domestic Values;2;2025;Fossil Peat;EE;B08;04/09/2025 15:48;100;0;
Monthly Domestic Values;3;2025;Fossil Peat;EE;B08;04/09/2025 15:48;100;0;
Monthly Domestic Values;4;2025;Fossil Peat;EE;B08;04/09/2025 15:48;100;0;
Monthly Domestic Values;5;2025;Fossil Peat;EE;B08;04/09/2025 15:48;100;0;
Monthly Domestic Values;6;2025;Fossil Peat;EE;B08;04/09/2025 15:48;100;0;
Monthly Domestic Values;1;2025;Hydro Run-of-river and poundage;EE;B11;04/09/2025 15:48;100;0,8695;
Monthly Domestic Values;2;2025;Hydro Run-of-river and poundage;EE;B11;04/09/2025 15:48;100;0,7603;
Monthly Domestic Values;3;2025;Hydro Run-of-river and poundage;EE;B11;04/09/2025 15:48;100;0,8056;
Monthly Domestic Values;4;2025;Hydro Run-of-river and poundage;EE;B11;04/09/2025 15:48;100;0,4839;
Monthly Domestic Values;5;2025;Hydro Run-of-river and poundage;EE;B11;04/09/2025 15:48;100;0,4344;
Monthly Domestic Values;6;2025;Hydro Run-of-river and poundage;EE;B11;04/09/2025 15:48;100;0,3426;
Monthly Domestic Values;1;2025;Other;EE;B20;04/09/2025 15:48;100;0;
Monthly Domestic Values;2;2025;Other;EE;B20;04/09/2025 15:48;100;0;
Monthly Domestic Values;3;2025;Other;EE;B20;04/09/2025 15:48;100;0;
Monthly Domestic Values;4;2025;Other;EE;B20;04/09/2025 15:48;100;0;
Monthly Domestic Values;5;2025;Other;EE;B20;04/09/2025 15:48;100;0;
Monthly Domestic Values;6;2025;Other;EE;B20;04/09/2025 15:48;100;0;
Monthly Domestic Values;1;2025;Other renewable;EE;B15;04/09/2025 15:48;100;0,1095;
Monthly Domestic Values;2;2025;Other renewable;EE;B15;04/09/2025 15:48;100;0,2408;
Monthly Domestic Values;3;2025;Other renewable;EE;B15;04/09/2025 15:48;100;0,1509;
Monthly Domestic Values;4;2025;Other renewable;EE;B15;04/09/2025 15:48;100;0,0988;
Monthly Domestic Values;5;2025;Other renewable;EE;B15;04/09/2025 15:48;100;0,0414;
Monthly Domestic Values;6;2025;Other renewable;EE;B15;04/09/2025 15:48;100;0,0204;
Monthly Domestic Values;1;2025;Solar;EE;B16;04/09/2025 15:48;100;6,6167;
Monthly Domestic Values;2;2025;Solar;EE;B16;04/09/2025 15:48;100;27,2876;
Monthly Domestic Values;3;2025;Solar;EE;B16;04/09/2025 15:48;100;97,2927;
Monthly Domestic Values;4;2025;Solar;EE;B16;04/09/2025 15:48;100;135,976;
Monthly Domestic Values;5;2025;Solar;EE;B16;04/09/2025 15:48;100;176,70423;
Monthly Domestic Values;6;2025;Solar;EE;B16;04/09/2025 15:48;100;132,54703;
Monthly Domestic Values;1;2025;Waste;EE;B17;04/09/2025 15:48;100;10,5079;
Monthly Domestic Values;2;2025;Waste;EE;B17;04/09/2025 15:48;100;10,0314;
Monthly Domestic Values;3;2025;Waste;EE;B17;04/09/2025 15:48;100;11,7109;
Monthly Domestic Values;4;2025;Waste;EE;B17;04/09/2025 15:48;100;11,4351;
Monthly Domestic Values;5;2025;Waste;EE;B17;04/09/2025 15:48;100;11,2822;
Monthly Domestic Values;6;2025;Waste;EE;B17;04/09/2025 15:48;100;12,0767;
Monthly Domestic Values;1;2025;Wind Onshore;EE;B19;04/09/2025 15:48;100;178,1253;
Monthly Domestic Values;2;2025;Wind Onshore;EE;B19;04/09/2025 15:48;100;77,3375;
Monthly Domestic Values;3;2025;Wind Onshore;EE;B19;04/09/2025 15:48;100;139,3295;
Monthly Domestic Values;4;2025;Wind Onshore;EE;B19;04/09/2025 15:48;100;101,3132;
Monthly Domestic Values;5;2025;Wind Onshore;EE;B19;04/09/2025 15:48;100;86,9617;
Monthly Domestic Values;6;2025;Wind Onshore;EE;B19;04/09/2025 15:48;100;102,7368;
Monthly Domestic Values;1;2025;Biomass;ES;B01;04/09/2025 15:48;100;319,997;
Monthly Domestic Values;2;2025;Biomass;ES;B01;04/09/2025 15:48;100;303,763;
Monthly Domestic Values;3;2025;Biomass;ES;B01;04/09/2025 15:48;100;267,379;
Monthly Domestic Values;4;2025;Biomass;ES;B01;04/09/2025 15:48;100;277,618;
Monthly Domestic Values;5;2025;Biomass;ES;B01;04/09/2025 15:48;100;310,82;
Monthly Domestic Values;6;2025;Biomass;ES;B01;04/09/2025 15:48;100;298,218;
Monthly Domestic Values;1;2025;Consumption of Hydro Pumped Storage;ES;(B10);04/09/2025 15:51;100;726,42;
Monthly Domestic Values;2;2025;Consumption of Hydro Pumped Storage;ES;(B10);04/09/2025 15:51;100;504,098;
Monthly Domestic Values;3;2025;Consumption of Hydro Pumped Storage;ES;(B10);04/09/2025 15:51;100;776,691;
Monthly Domestic Values;4;2025;Consumption of Hydro Pumped Storage;ES;(B10);04/09/2025 15:51;100;986,71;
Monthly Domestic Values;5;2025;Consumption of Hydro Pumped Storage;ES;(B10);04/09/2025 15:51;100;989,698;
Monthly Domestic Values;6;2025;Consumption of Hydro Pumped Storage;ES;(B10);04/09/2025 15:51;100;745,847;
Monthly Domestic Values;1;2025;Fossil Brown coal/Lignite;ES;B02;04/09/2025 15:48;100;0;
Monthly Domestic Values;2;2025;Fossil Brown coal/Lignite;ES;B02;04/09/2025 15:48;100;0;
Monthly Domestic Values;3;2025;Fossil Brown coal/Lignite;ES;B02;04/09/2025 15:48;100;0;
Monthly Domestic Values;4;2025;Fossil Brown coal/Lignite;ES;B02;04/09/2025 15:48;100;0;
Monthly Domestic Values;5;2025;Fossil Brown coal/Lignite;ES;B02;04/09/2025 15:48;100;0;
Monthly Domestic Values;6;2025;Fossil Brown coal/Lignite;ES;B02;04/09/2025 15:48;100;0;
Monthly Domestic Values;1;2025;Fossil Coal-derived gas;ES;B03;04/09/2025 15:48;100;0;
Monthly Domestic Values;2;2025;Fossil Coal-derived gas;ES;B03;04/09/2025 15:48;100;0;
Monthly Domestic Values;3;2025;Fossil Coal-derived gas;ES;B03;04/09/2025 15:48;100;0;
Monthly Domestic Values;4;2025;Fossil Coal-derived gas;ES;B03;04/09/2025 15:48;100;0;
Monthly Domestic Values;5;2025;Fossil Coal-derived gas;ES;B03;04/09/2025 15:48;100;0;
Monthly Domestic Values;6;2025;Fossil Coal-derived gas;ES;B03;04/09/2025 15:48;100;0;
Monthly Domestic Values;1;2025;Fossil Gas;ES;B04;04/09/2025 15:48;100;3989,794;
Monthly Domestic Values;2;2025;Fossil Gas;ES;B04;04/09/2025 15:48;100;3785,93;
Monthly Domestic Values;3;2025;Fossil Gas;ES;B04;04/09/2025 15:48;100;2992,776;
Monthly Domestic Values;4;2025;Fossil Gas;ES;B04;04/09/2025 15:48;100;2946,573;
Monthly Domestic Values;5;2025;Fossil Gas;ES;B04;04/09/2025 15:48;100;3594,447;
Monthly Domestic Values;6;2025;Fossil Gas;ES;B04;04/09/2025 15:48;100;5182,643;
Monthly Domestic Values;1;2025;Fossil Hard coal;ES;B05;04/09/2025 15:48;100;297,359;
Monthly Domestic Values;2;2025;Fossil Hard coal;ES;B05;04/09/2025 15:48;100;278,102;
Monthly Domestic Values;3;2025;Fossil Hard coal;ES;B05;04/09/2025 15:48;100;191,027;
Monthly Domestic Values;4;2025;Fossil Hard coal;ES;B05;04/09/2025 15:48;100;168,75;
Monthly Domestic Values;5;2025;Fossil Hard coal;ES;B05;04/09/2025 15:48;100;143,395;
Monthly Domestic Values;6;2025;Fossil Hard coal;ES;B05;04/09/2025 15:48;100;141,97;
Monthly Domestic Values;1;2025;Fossil Oil;ES;B06;04/09/2025 15:48;100;12,669;
Monthly Domestic Values;2;2025;Fossil Oil;ES;B06;04/09/2025 15:48;100;13,364;
Monthly Domestic Values;3;2025;Fossil Oil;ES;B06;04/09/2025 15:48;100;11,069;
Monthly Domestic Values;4;2025;Fossil Oil;ES;B06;04/09/2025 15:48;100;11,099;
Monthly Domestic Values;5;2025;Fossil Oil;ES;B06;04/09/2025 15:48;100;19,842;
Monthly Domestic Values;6;2025;Fossil Oil;ES;B06;04/09/2025 15:48;100;38,139;
Monthly Domestic Values;1;2025;Fossil Oil shale;ES;B07;04/09/2025 15:48;100;0;
Monthly Domestic Values;2;2025;Fossil Oil shale;ES;B07;04/09/2025 15:48;100;0;
Monthly Domestic Values;3;2025;Fossil Oil shale;ES;B07;04/09/2025 15:48;100;0;
Monthly Domestic Values;4;2025;Fossil Oil shale;ES;B07;04/09/2025 15:48;100;0;
Monthly Domestic Values;5;2025;Fossil Oil shale;ES;B07;04/09/2025 15:48;100;0;
Monthly Domestic Values;6;2025;Fossil Oil shale;ES;B07;04/09/2025 15:48;100;0;
Monthly Domestic Values;1;2025;Fossil Peat;ES;B08;04/09/2025 15:48;100;0;
Monthly Domestic Values;2;2025;Fossil Peat;ES;B08;04/09/2025 15:48;100;0;
Monthly Domestic Values;3;2025;Fossil Peat;ES;B08;04/09/2025 15:48;100;0;
Monthly Domestic Values;4;2025;Fossil Peat;ES;B08;04/09/2025 15:48;100;0;
Monthly Domestic Values;5;2025;Fossil Peat;ES;B08;04/09/2025 15:48;100;0;
Monthly Domestic Values;6;2025;Fossil Peat;ES;B08;04/09/2025 15:48;100;0;
Monthly Domestic Values;1;2025;Geothermal;ES;B09;04/09/2025 15:48;100;0;
Monthly Domestic Values;2;2025;Geothermal;ES;B09;04/09/2025 15:48;100;0;
Monthly Domestic Values;3;2025;Geothermal;ES;B09;04/09/2025 15:48;100;0;
Monthly Domestic Values;4;2025;Geothermal;ES;B09;04/09/2025 15:48;100;0;
Monthly Domestic Values;5;2025;Geothermal;ES;B09;04/09/2025 15:48;100;0;
Monthly Domestic Values;6;2025;Geothermal;ES;B09;04/09/2025 15:48;100;0;
Monthly Domestic Values;1;2025;Hydro Pumped Storage;ES;B10;04/09/2025 15:48;100;680,951;
Monthly Domestic Values;2;2025;Hydro Pumped Storage;ES;B10;04/09/2025 15:48;100;815,735;
Monthly Domestic Values;3;2025;Hydro Pumped Storage;ES;B10;04/09/2025 15:48;100;695,17;
Monthly Domestic Values;4;2025;Hydro Pumped Storage;ES;B10;04/09/2025 15:48;100;696,109;
Monthly Domestic Values;5;2025;Hydro Pumped Storage;ES;B10;04/09/2025 15:48;100;826,046;
Monthly Domestic Values;6;2025;Hydro Pumped Storage;ES;B10;04/09/2025 15:48;100;658,323;
Monthly Domestic Values;1;2025;Hydro Run-of-river and poundage;ES;B11;04/09/2025 15:48;100;883,795;
Monthly Domestic Values;2;2025;Hydro Run-of-river and poundage;ES;B11;04/09/2025 15:48;100;880,27;
Monthly Domestic Values;3;2025;Hydro Run-of-river and poundage;ES;B11;04/09/2025 15:48;100;948,743;
Monthly Domestic Values;4;2025;Hydro Run-of-river and poundage;ES;B11;04/09/2025 15:48;100;1004,17;
Monthly Domestic Values;5;2025;Hydro Run-of-river and poundage;ES;B11;04/09/2025 15:48;100;1019,427;
Monthly Domestic Values;6;2025;Hydro Run-of-river and poundage;ES;B11;04/09/2025 15:48;100;721,297;
Monthly Domestic Values;1;2025;Hydro Water Reservoir;ES;B12;04/09/2025 15:48;100;1973,145;
Monthly Domestic Values;2;2025;Hydro Water Reservoir;ES;B12;04/09/2025 15:48;100;2814,653;
Monthly Domestic Values;3;2025;Hydro Water Reservoir;ES;B12;04/09/2025 15:48;100;2945,365;
Monthly Domestic Values;4;2025;Hydro Water Reservoir;ES;B12;04/09/2025 15:48;100;2796,853;
Monthly Domestic Values;5;2025;Hydro Water Reservoir;ES;B12;04/09/2025 15:48;100;2325,216;
Monthly Domestic Values;6;2025;Hydro Water Reservoir;ES;B12;04/09/2025 15:48;100;1456,962;
Monthly Domestic Values;1;2025;Marine;ES;B13;04/09/2025 15:48;100;0;
Monthly Domestic Values;2;2025;Marine;ES;B13;04/09/2025 15:48;100;0;
Monthly Domestic Values;3;2025;Marine;ES;B13;04/09/2025 15:48;100;0;
Monthly Domestic Values;4;2025;Marine;ES;B13;04/09/2025 15:48;100;0;
Monthly Domestic Values;5;2025;Marine;ES;B13;04/09/2025 15:48;100;0;
Monthly Domestic Values;6;2025;Marine;ES;B13;04/09/2025 15:48;100;0;
Monthly Domestic Values;1;2025;Nuclear;ES;B14;04/09/2025 15:48;100;5223,773;
Monthly Domestic Values;2;2025;Nuclear;ES;B14;04/09/2025 15:48;100;4735,202;
Monthly Domestic Values;3;2025;Nuclear;ES;B14;04/09/2025 15:48;100;4880,885;
Monthly Domestic Values;4;2025;Nuclear;ES;B14;04/09/2025 15:48;100;2940,671;
Monthly Domestic Values;5;2025;Nuclear;ES;B14;04/09/2025 15:48;100;3070,113;
Monthly Domestic Values;6;2025;Nuclear;ES;B14;04/09/2025 15:48;100;4133,827;
Monthly Domestic Values;1;2025;Other;ES;B20;04/09/2025 15:48;100;5,633;
Monthly Domestic Values;2;2025;Other;ES;B20;04/09/2025 15:48;100;3,857;
Monthly Domestic Values;3;2025;Other;ES;B20;04/09/2025 15:48;100;5,136;
Monthly Domestic Values;4;2025;Other;ES;B20;04/09/2025 15:48;100;3,873;
Monthly Domestic Values;5;2025;Other;ES;B20;04/09/2025 15:48;100;4,696;
Monthly Domestic Values;6;2025;Other;ES;B20;04/09/2025 15:48;100;7,086;
Monthly Domestic Values;1;2025;Other renewable;ES;B15;04/09/2025 15:48;100;53,162;
Monthly Domestic Values;2;2025;Other renewable;ES;B15;04/09/2025 15:48;100;53,094;
Monthly Domestic Values;3;2025;Other renewable;ES;B15;04/09/2025 15:48;100;52,401;
Monthly Domestic Values;4;2025;Other renewable;ES;B15;04/09/2025 15:48;100;52,451;
Monthly Domestic Values;5;2025;Other renewable;ES;B15;04/09/2025 15:48;100;49,737;
Monthly Domestic Values;6;2025;Other renewable;ES;B15;04/09/2025 15:48;100;48,2;
Monthly Domestic Values;1;2025;Solar;ES;B16;04/09/2025 15:48;100;2287,92;
Monthly Domestic Values;2;2025;Solar;ES;B16;04/09/2025 15:48;100;3239,572;
Monthly Domestic Values;3;2025;Solar;ES;B16;04/09/2025 15:48;100;3124,845;
Monthly Domestic Values;4;2025;Solar;ES;B16;04/09/2025 15:48;100;4251,218;
Monthly Domestic Values;5;2025;Solar;ES;B16;04/09/2025 15:48;100;5225,595;
Monthly Domestic Values;6;2025;Solar;ES;B16;04/09/2025 15:48;100;6351,632;
Monthly Domestic Values;1;2025;Waste;ES;B17;04/09/2025 15:48;100;137,452;
Monthly Domestic Values;2;2025;Waste;ES;B17;04/09/2025 15:48;100;121,974;
Monthly Domestic Values;3;2025;Waste;ES;B17;04/09/2025 15:48;100;120,658;
Monthly Domestic Values;4;2025;Waste;ES;B17;04/09/2025 15:48;100;114,105;
Monthly Domestic Values;5;2025;Waste;ES;B17;04/09/2025 15:48;100;92,185;
Monthly Domestic Values;6;2025;Waste;ES;B17;04/09/2025 15:48;100;134,424;
Monthly Domestic Values;1;2025;Wind Offshore;ES;B18;04/09/2025 15:48;100;0;
Monthly Domestic Values;2;2025;Wind Offshore;ES;B18;04/09/2025 15:48;100;0;
Monthly Domestic Values;3;2025;Wind Offshore;ES;B18;04/09/2025 15:48;100;0;
Monthly Domestic Values;4;2025;Wind Offshore;ES;B18;04/09/2025 15:48;100;0;
Monthly Domestic Values;5;2025;Wind Offshore;ES;B18;04/09/2025 15:48;100;0;
Monthly Domestic Values;6;2025;Wind Offshore;ES;B18;04/09/2025 15:48;100;0;
Monthly Domestic Values;1;2025;Wind Onshore;ES;B19;04/09/2025 15:48;100;7427,127;
Monthly Domestic Values;2;2025;Wind Onshore;ES;B19;04/09/2025 15:48;100;3621,02;
Monthly Domestic Values;3;2025;Wind Onshore;ES;B19;04/09/2025 15:48;100;6547,882;
Monthly Domestic Values;4;2025;Wind Onshore;ES;B19;04/09/2025 15:48;100;4194,417;
Monthly Domestic Values;5;2025;Wind Onshore;ES;B19;04/09/2025 15:48;100;3243,725;
Monthly Domestic Values;6;2025;Wind Onshore;ES;B19;04/09/2025 15:48;100;2985,51;
Monthly Domestic Values;1;2025;Biomass;FI;B01;04/09/2025 15:48;100;946,9192475;
Monthly Domestic Values;2;2025;Biomass;FI;B01;04/09/2025 15:48;100;850,493985;
Monthly Domestic Values;3;2025;Biomass;FI;B01;04/09/2025 15:48;100;887,2042375;
Monthly Domestic Values;4;2025;Biomass;FI;B01;04/09/2025 15:48;100;800,52911;
Monthly Domestic Values;5;2025;Biomass;FI;B01;04/09/2025 15:48;100;663,3611325;
Monthly Domestic Values;6;2025;Biomass;FI;B01;04/09/2025 15:48;100;510,6934525;
Monthly Domestic Values;1;2025;Fossil Gas;FI;B04;04/09/2025 15:48;100;136,78802;
Monthly Domestic Values;2;2025;Fossil Gas;FI;B04;04/09/2025 15:48;100;115,0364625;
Monthly Domestic Values;3;2025;Fossil Gas;FI;B04;04/09/2025 15:48;100;124,65871;
Monthly Domestic Values;4;2025;Fossil Gas;FI;B04;04/09/2025 15:48;100;85,1404175;
Monthly Domestic Values;5;2025;Fossil Gas;FI;B04;04/09/2025 15:48;100;29,128165;
Monthly Domestic Values;6;2025;Fossil Gas;FI;B04;04/09/2025 15:48;100;18,8067975;
Monthly Domestic Values;1;2025;Fossil Hard coal;FI;B05;04/09/2025 15:48;100;122,1712175;
Monthly Domestic Values;2;2025;Fossil Hard coal;FI;B05;04/09/2025 15:48;100;116,0960925;
Monthly Domestic Values;3;2025;Fossil Hard coal;FI;B05;04/09/2025 15:48;100;88,14772;
Monthly Domestic Values;4;2025;Fossil Hard coal;FI;B05;04/09/2025 15:48;100;5,195715;
Monthly Domestic Values;5;2025;Fossil Hard coal;FI;B05;04/09/2025 15:48;100;2,3758725;
Monthly Domestic Values;6;2025;Fossil Hard coal;FI;B05;04/09/2025 15:48;100;0,269375;
Monthly Domestic Values;1;2025;Fossil Oil;FI;B06;04/09/2025 15:48;100;0,7677125;
Monthly Domestic Values;2;2025;Fossil Oil;FI;B06;04/09/2025 15:48;100;0,5098125;
Monthly Domestic Values;3;2025;Fossil Oil;FI;B06;04/09/2025 15:48;100;0,2932425;
Monthly Domestic Values;4;2025;Fossil Oil;FI;B06;04/09/2025 15:48;100;0,479825;
Monthly Domestic Values;5;2025;Fossil Oil;FI;B06;04/09/2025 15:48;100;0,470475;
Monthly Domestic Values;6;2025;Fossil Oil;FI;B06;04/09/2025 15:48;100;0,78378;
Monthly Domestic Values;1;2025;Fossil Peat;FI;B08;04/09/2025 15:48;100;196,175085;
Monthly Domestic Values;2;2025;Fossil Peat;FI;B08;04/09/2025 15:48;100;161,95257;
Monthly Domestic Values;3;2025;Fossil Peat;FI;B08;04/09/2025 15:48;100;149,16049;
Monthly Domestic Values;4;2025;Fossil Peat;FI;B08;04/09/2025 15:48;100;89,7307325;
Monthly Domestic Values;5;2025;Fossil Peat;FI;B08;04/09/2025 15:48;100;48,123845;
Monthly Domestic Values;6;2025;Fossil Peat;FI;B08;04/09/2025 15:48;100;25,2454425;
Monthly Domestic Values;1;2025;Hydro Run-of-river and poundage;FI;B11;04/09/2025 15:48;100;1173,844705;
Monthly Domestic Values;2;2025;Hydro Run-of-river and poundage;FI;B11;04/09/2025 15:48;100;951,625935;
Monthly Domestic Values;3;2025;Hydro Run-of-river and poundage;FI;B11;04/09/2025 15:48;100;987,0863625;
Monthly Domestic Values;4;2025;Hydro Run-of-river and poundage;FI;B11;04/09/2025 15:48;100;1099,2513;
Monthly Domestic Values;5;2025;Hydro Run-of-river and poundage;FI;B11;04/09/2025 15:48;100;1133,038948;
Monthly Domestic Values;6;2025;Hydro Run-of-river and poundage;FI;B11;04/09/2025 15:48;100;1122,845195;
Monthly Domestic Values;1;2025;Nuclear;FI;B14;04/09/2025 15:48;100;3045,954375;
Monthly Domestic Values;2;2025;Nuclear;FI;B14;04/09/2025 15:48;100;2759,4882;
Monthly Domestic Values;3;2025;Nuclear;FI;B14;04/09/2025 15:48;100;1950,40615;
Monthly Domestic Values;4;2025;Nuclear;FI;B14;04/09/2025 15:48;100;1618,993125;
Monthly Domestic Values;5;2025;Nuclear;FI;B14;04/09/2025 15:48;100;2378,1972;
Monthly Domestic Values;6;2025;Nuclear;FI;B14;04/09/2025 15:48;100;2325,11565;
Monthly Domestic Values;1;2025;Other;FI;B20;04/09/2025 15:48;100;230,73792;
Monthly Domestic Values;2;2025;Other;FI;B20;04/09/2025 15:48;100;213,9761075;
Monthly Domestic Values;3;2025;Other;FI;B20;04/09/2025 15:48;100;224,1387775;
Monthly Domestic Values;4;2025;Other;FI;B20;04/09/2025 15:48;100;172,635825;
Monthly Domestic Values;5;2025;Other;FI;B20;04/09/2025 15:48;100;162,1099975;
Monthly Domestic Values;6;2025;Other;FI;B20;04/09/2025 15:48;100;98,1279925;
Monthly Domestic Values;1;2025;Other renewable;FI;B15;04/09/2025 15:48;100;30,9535775;
Monthly Domestic Values;2;2025;Other renewable;FI;B15;04/09/2025 15:48;100;24,9946525;
Monthly Domestic Values;3;2025;Other renewable;FI;B15;04/09/2025 15:48;100;26,6064425;
Monthly Domestic Values;4;2025;Other renewable;FI;B15;04/09/2025 15:48;100;22,4159;
Monthly Domestic Values;5;2025;Other renewable;FI;B15;04/09/2025 15:48;100;8,69557;
Monthly Domestic Values;6;2025;Other renewable;FI;B15;04/09/2025 15:48;100;5,742375;
Monthly Domestic Values;1;2025;Solar;FI;B16;04/09/2025 15:48;100;6,6705625;
Monthly Domestic Values;2;2025;Solar;FI;B16;04/09/2025 15:48;100;24,8991;
Monthly Domestic Values;3;2025;Solar;FI;B16;04/09/2025 15:48;100;86,454475;
Monthly Domestic Values;4;2025;Solar;FI;B16;04/09/2025 15:48;100;148,2144;
Monthly Domestic Values;5;2025;Solar;FI;B16;04/09/2025 15:48;100;211,0471125;
Monthly Domestic Values;6;2025;Solar;FI;B16;04/09/2025 15:48;100;213,392385;
Monthly Domestic Values;1;2025;Waste;FI;B17;04/09/2025 15:48;100;29,5623375;
Monthly Domestic Values;2;2025;Waste;FI;B17;04/09/2025 15:48;100;25,01332;
Monthly Domestic Values;3;2025;Waste;FI;B17;04/09/2025 15:48;100;33,209425;
Monthly Domestic Values;4;2025;Waste;FI;B17;04/09/2025 15:48;100;35,052205;
Monthly Domestic Values;5;2025;Waste;FI;B17;04/09/2025 15:48;100;25,07044;
Monthly Domestic Values;6;2025;Waste;FI;B17;04/09/2025 15:48;100;31,701125;
Monthly Domestic Values;1;2025;Wind Onshore;FI;B19;04/09/2025 15:48;100;2134,144173;
Monthly Domestic Values;2;2025;Wind Onshore;FI;B19;04/09/2025 15:48;100;2033,874455;
Monthly Domestic Values;3;2025;Wind Onshore;FI;B19;04/09/2025 15:48;100;2319,491998;
Monthly Domestic Values;4;2025;Wind Onshore;FI;B19;04/09/2025 15:48;100;1696,918538;
